Abnormality of body height	HP:0000002
Abnormality of the neostriatum	HP:0010994
Abnormal corpus striatum morphology	HP:0010994
Abnormality of the striate nucleus	HP:0010994
Abnormality of the striatum	HP:0010994
Abnormal circulating dicarboxylic acid concentration	HP:0010995
Abnormal circulating monocarboxylic acid cocentration	HP:0010996
Chromosomal breakage induced by ionizing radiation	HP:0010997
Radiation-induced chromosome instability	HP:0010997
Increased cellular radiosensitivity	HP:0010997
Increased susceptibility to spontaneous sister chromatid exchange	HP:0010998
Aplasia of the optic tract	HP:0010999
Absent optic tract	HP:0010999
Absent/underdeveloped optic tract	HP:0011000
Absent/small optic tract	HP:0011000
Aplasia/Hypoplasia of the optic tract	HP:0011000
Increased bone mineral density	HP:0011001
Osteosclerosis of bones	HP:0011001
Increased bone density	HP:0011001
Osteosclerosis	HP:0011001
Harder, denser, fracture-prone bones	HP:0011002
Albers-Schönberg disease	HP:0011002
Osteopetrosis	HP:0011002
Marble bone disease	HP:0011002
Albers-Schoenberg disease	HP:0011002
Albers-Schonberg disease	HP:0011002
Severe near sightedness	HP:0011003
Severe myopia	HP:0011003
Severely near sighted	HP:0011003
Severely close sighted	HP:0011003
Severe myopia (> -6.00 diopters)	HP:0011003
High myopia	HP:0011003
Abnormal systemic arterial morphology	HP:0011004
Abnormal systemic artery morphology	HP:0011004
Systemic artery abnormality	HP:0011004
Arterial abnormalities	HP:0011004
Abnormality of the systemic arterial tree	HP:0011004
Mixed cirrhosis	HP:0011005
Neck muscle issue	HP:0011006
Abnormality of the musculature of the neck	HP:0011006
Abnormal morphology of the musculature of the neck	HP:0011006
Abnormality of cervical musculature	HP:0011006
Abnormal circulating polysaccharide concentration	HP:0011012
Abnormal circulating carbohydrate concentration	HP:0011013
Abnormal glucose homeostasis	HP:0011014
Abnormality of blood glucose concentration	HP:0011015
Abnormal blood glucose concentration	HP:0011015
Abnormality of urine glucose concentration	HP:0011016
Abnormality of cell physiology	HP:0011017
Abnormal cellular physiology	HP:0011017
Abnormality of the cell cycle	HP:0011018
Abnormality of chromosome condensation	HP:0011019
Abnormality of mucopolysaccharide metabolism	HP:0011020
Abnormality of circulating enzyme level	HP:0011021
Abnormal circulating unsaturated fatty acid concentration	HP:0011022
Abnormal circulating prostaglandin circulation	HP:0011023
Abnormality of the GI tract	HP:0011024
Digestive system disease	HP:0011024
Abnormality of the gastrointestinal tract	HP:0011024
Gastrointestinal disease	HP:0011024
Abnormality of cardiovascular system physiology	HP:0011025
Abnormal cardiovascular system physiology	HP:0011025
Absent/small vagina	HP:0011026
Absent/underdeveloped vagina	HP:0011026
Aplasia/Hypoplasia of the vagina	HP:0011026
Abnormality of the fallopian tube	HP:0011027
Blood circulation disorder	HP:0011028
Abnormality of blood circulation	HP:0011028
Internal hemorrhage	HP:0011029
Internal bleeding	HP:0011029
Abnormal blood transition element cation concentration	HP:0011030
Abnormality of transition element cation homeostasis	HP:0011030
Abnormality of iron homeostasis	HP:0011031
Abnormality of fluid regulation	HP:0011032
Fluid imbalance	HP:0011032
Impairment of fructose metabolism	HP:0011033
Amyloidosis	HP:0011034
Amyloid disease	HP:0011034
Abnormality of renal cortex morphology	HP:0011035
Abnormal renal cortex morphology	HP:0011035
Abnormality of renal excretion	HP:0011036
Decreased urine output	HP:0011037
Abnormality of renal resorption	HP:0011038
Abnormality of the helix	HP:0011039
Helix abnormal	HP:0011039
Abnormal helices	HP:0011039
Abnormality of the intrahepatic bile duct	HP:0011040
Absent/small cervical spine	HP:0011041
Absent/underdeveloped cervical spine	HP:0011041
Aplasia/Hypoplasia of the cervical spine	HP:0011041
Abnormal blood potassium concentration	HP:0011042
Abnormal blood K concentration	HP:0011042
Abnormality of potassium homeostasis	HP:0011042
Abnormality of circulating ACTH level	HP:0011043
Abnormality of circulating adrenocorticotropic hormone level	HP:0011043
Abnormality of circulating adrenocorticotropin level	HP:0011043
Abnormality of circulating corticotropin level	HP:0011043
Abnormal number of secondary dentition	HP:0011044
Abnormal number of adult teeth	HP:0011044
Abnormal complement of permanent teeth	HP:0011044
Abnormal number of permanent teeth	HP:0011044
Abnormal permanent tooth count	HP:0011044
Absence of permanent upper central incisor	HP:0011045
Missing permanent upper central incisor	HP:0011045
Missing permanent upper front tooth	HP:0011045
Missing adult upper central incisor	HP:0011045
Agenesis of adult maxillary central incisor	HP:0011045
Absence of permanent maxillary central incisor	HP:0011045
Missing permanent maxillary central incisor	HP:0011045
Absence of permanent upper front tooth	HP:0011045
Agenesis of permanent maxillary central incisor	HP:0011045
Failure of development of permanent maxillary central incisor	HP:0011045
Failure of development of deciduous maxillary central incisor	HP:0011046
Absence of primary maxillary central incisor	HP:0011046
Absence of upper front baby tooth	HP:0011046
Missing primary maxillary central incisor	HP:0011046
Agenesis of deciduous maxillary central incisor	HP:0011046
Absence of deciduous maxillary central incisor	HP:0011046
Agenesis of primary maxillary central incisor	HP:0011046
Missing deciduous maxillary central incisor	HP:0011046
Missing upper front baby tooth	HP:0011046
Missing upper front milk tooth	HP:0011046
Failure of development of primary maxillary central incisor	HP:0011046
Agenesis of primary mandibular central incisor	HP:0011047
Agenesis of primary lower central incisor	HP:0011047
Missing deciduous mandibular central incisor	HP:0011047
Missing lower front milk tooth	HP:0011047
Missing lower front primary tooth	HP:0011047
Missing primary mandibular central incisor	HP:0011047
Failure of development of primary mandibular central incisor	HP:0011047
Absence of primary mandibular central incisor	HP:0011047
Missing lower front baby tooth	HP:0011047
Agenesis of deciduous lower central incisor	HP:0011047
Missing lower central incisor milk tooth	HP:0011047
Failure of development of deciduous mandibular central incisor	HP:0011047
Absence of deciduous mandibular central incisor	HP:0011047
Missing adult lower central incisor	HP:0011048
Absence of permanent lower central incisor	HP:0011048
Agenesis of adult mandibular central incisor	HP:0011048
Missing permanent mandibular central incisor	HP:0011048
Missing permanent lower front tooth	HP:0011048
Failure of development of permanent mandibular central incisor	HP:0011048
Agenesis of permanent mandibular central incisor	HP:0011048
Absence of permanent lower front tooth	HP:0011048
Absence of permanent mandibular central incisor	HP:0011048
Missing permanent lower central incisor	HP:0011048
Missing deciduous maxillary lateral incisor	HP:0011049
Failure of development of deciduous maxillary lateral incisor	HP:0011049
Absence of primary maxillary lateral incisor	HP:0011049
Agenesis of primary maxillary lateral incisor	HP:0011049
Missing primary maxillary lateral incisor	HP:0011049
Failure of development of primary maxillary lateral incisor	HP:0011049
Absence of deciduous maxillary lateral incisor	HP:0011049
Agenesis of deciduous maxillary lateral incisor	HP:0011049
Agenesis of permanent upper lateral incisor	HP:0011050
Missing permanent upper lateral incisor	HP:0011050
Missing permanent maxillary lateral incisor	HP:0011050
Failure of development of permanent maxillary lateral incisor	HP:0011050
Failure of development of permanent upper lateral incisor	HP:0011050
Agenesis of permanent maxillary lateral incisor	HP:0011050
Absence of permanent maxillary lateral incisor	HP:0011050
Missing premolar	HP:0011051
Absence of premolar	HP:0011051
Failure of development of premolar	HP:0011051
Failure of development of bicuspid	HP:0011051
Absence of bicuspid	HP:0011051
Missing bicuspid	HP:0011051
Agenesis of bicuspid	HP:0011051
Agenesis of premolar	HP:0011051
Failure of development of maxillary bicuspid	HP:0011052
Missing maxillary premolar	HP:0011052
Absence of maxillary premolar	HP:0011052
Absence of maxillary bicuspid	HP:0011052
Agenesis of maxillary premolar	HP:0011052
Absence of upper premolar	HP:0011052
Failure of development of maxillary premolar	HP:0011052
Missing upper bicuspid	HP:0011052
Missing upper premolar	HP:0011052
Agenesis of maxillary bicuspid	HP:0011052
Absence of lower premolar	HP:0011053
Absence of mandibular premolar	HP:0011053
Missing mandibular premolar	HP:0011053
Missing lower premolar	HP:0011053
Agenesis of mandibular premolar	HP:0011053
Failure of development of mandibular premolar	HP:0011053
Missing molar	HP:0011054
Agenesis of molar	HP:0011054
Failure of development of molar	HP:0011054
Absent molars	HP:0011054
Absence of molar	HP:0011054
Agenesis of secondary molar	HP:0011055
Failure of development of permanent molar	HP:0011055
Missing adult molar	HP:0011055
Agenesis of permanent molar	HP:0011055
Absence of adult molar	HP:0011055
Missing permanent molar	HP:0011055
Failure of development of secondary molar	HP:0011055
Absence of permanent molar	HP:0011055
Agenesis of first permanent molar tooth	HP:0011056
Absence of first permanent molar	HP:0011056
Failure of development of six year molar	HP:0011056
Missing first permanent molar	HP:0011056
Failure of development of first permanent molar	HP:0011056
Agenesis of six year molar	HP:0011056
Missing six year molar	HP:0011056
Absence of six year molar	HP:0011056
Agenesis of second permanent molar	HP:0011057
Absence of twelve year molar	HP:0011057
Agenesis of twelve year molar	HP:0011057
Absence of second permanent molar	HP:0011057
Failure of development of twelve year molar	HP:0011057
Missing twelve year molar	HP:0011057
Missing second permanent molar	HP:0011057
Failure of development of second permanent molar	HP:0011057
Generalized periodontal disease	HP:0011058
Generalized gum disease	HP:0011058
Generalized periodontitis	HP:0011058
Widespread gum disease	HP:0011058
Limited area of gum disease	HP:0011059
Localized periodontal disease	HP:0011059
Localized gum disease	HP:0011059
Localized periodontitis	HP:0011059
Dentinogenesis imperfecta of baby teeth	HP:0011060
Dentin dysplasia	HP:0011060
Dentinogenesis imperfecta limited to primary teeth	HP:0011060
Abnormality of tooth structure	HP:0011061
Abnormality of dental structure	HP:0011061
Abnormality of tooth part	HP:0011061
Malposition of incisors	HP:0011062
Abnormality of alignment of incisors	HP:0011062
Misalignment of incisors	HP:0011062
Crooked incisors	HP:0011062
Crooked front teeth	HP:0011062
Abnormality of position of incisors	HP:0011062
Abnormality of shape of incisor	HP:0011063
Abnormality of incisor morphology	HP:0011063
Abnormal number of incisors	HP:0011064
Abnormal number of front teeth	HP:0011064
Conoid incisor	HP:0011065
Peg shaped front tooth	HP:0011065
Pointed incisor	HP:0011065
Conical incisor	HP:0011065
Shark tooth incisor	HP:0011065
Pointed front tooth	HP:0011065
Peg shaped incisors	HP:0011065
Cone shaped front tooth	HP:0011065
Peg-shaped incisors	HP:0011065
Extra tooth	HP:0011067
Mesiodentes	HP:0011067
Median supernumary tooth	HP:0011067
Extra tooth in the midline	HP:0011067
Midline supernumary tooth	HP:0011067
Mesiodens	HP:0011067
Odontomas	HP:0011068
Odontoma	HP:0011068
Increased number of teeth	HP:0011069
Supplemental teeth	HP:0011069
Supernumary dentition	HP:0011069
Supernumerary tooth	HP:0011069
Supplemental dentition	HP:0011069
Increased tooth count	HP:0011069
Extra teeth	HP:0011069
Supernumerary teeth	HP:0011069
More teeth than normal	HP:0011069
Supernumary teeth	HP:0011069
Hyperdontia	HP:0011069
Abnormality of molar morphology	HP:0011070
Abnormal shape of molar tooth	HP:0011070
Abnormality of permanent molar morphology	HP:0011071
Abnormality of shape of permanent molar	HP:0011071
Abnormality of shape of adult molar	HP:0011071
Agenesis of tooth root	HP:0011072
Tooth with dentin dysplasia type i	HP:0011072
Teeth without roots	HP:0011072
Aplasia of tooth root	HP:0011072
Missing tooth root	HP:0011072
Rootless teeth	HP:0011072
Absence of tooth root	HP:0011072
Abnormality of dental color	HP:0011073
Abnormality of dental shade	HP:0011073
Abnormality of tooth shade	HP:0011073
Abnormality of tooth color	HP:0011073
Localized hypoplasia of dental enamel	HP:0011074
Localized hypoplasia of tooth enamel	HP:0011074
Localized dysplasia of tooth enamel	HP:0011074
Green tooth shade	HP:0011075
Green colored teeth	HP:0011075
Green teeth	HP:0011075
Abnormality of bicuspid	HP:0011076
Abnormality of premolar	HP:0011076
Abnormality of molar	HP:0011077
Abnormality of eye tooth	HP:0011078
Abnormality of canine	HP:0011078
Impacted tooth	HP:0011079
Buried tooth	HP:0011079
Retained tooth	HP:0011079
Abnormality of premolar morphology	HP:0011080
Abnormality of shape of premolar	HP:0011080
Abnormality of shape of bicuspid	HP:0011080
Abnormality of bicuspid morphology	HP:0011080
Incisor macrodontia	HP:0011081
Hyperplasia of incisor	HP:0011081
Increased width of incisor	HP:0011081
Increased size of incisor	HP:0011081
Large incisor	HP:0011081
Hypertrophy of incisor	HP:0011081
Conical primary incisor	HP:0011082
Pointed front baby tooth	HP:0011082
Primary front shark tooth	HP:0011082
Peg shaped front baby tooth	HP:0011082
Conoid primary incisor	HP:0011082
Cone shaped front baby tooth	HP:0011082
Conical deciduous incisor	HP:0011082
Pointed primary incisor	HP:0011082
Peg shaped primary incisor	HP:0011082
Cone shaped maxillary incisor	HP:0011083
Conoid maxillary incisor	HP:0011083
Cone shaped upper front tooth	HP:0011083
Pointed upper front tooth	HP:0011083
Upper front shark tooth	HP:0011083
Peg shaped upper front tooth	HP:0011083
Pointed maxillary incisor	HP:0011083
Conical maxillary incisor	HP:0011083
Hypocalcification of dental enamel	HP:0011084
Decreased enamel calcification	HP:0011084
Poorly calcified tooth enamel	HP:0011084
Soft teeth	HP:0011085
Hypomature dental enamel	HP:0011085
Soft tooth enamel	HP:0011085
Immature tooth enamel	HP:0011085
Dentinogenesis imperfecta of primary and permanent teeth	HP:0011086
Dentinogenesis imperfecta of both sets of teeth	HP:0011086
Dentinogenesis imperfecta of adult and baby teeth	HP:0011086
Dens evaginatus	HP:0011087
Extra cusp on inside of front tooth	HP:0011087
Talon cusp	HP:0011087
Talon cusps	HP:0011087
Tooth within a tooth	HP:0011088
Dens in dente	HP:0011088
Dens invaginatus	HP:0011088
Double tooth	HP:0011089
Conjoined teeth	HP:0011089
Fusion of teeth	HP:0011090
Joined teeth	HP:0011090
Fused teeth	HP:0011090
Gemination	HP:0011091
Splitting of crown of tooth	HP:0011091
Gemination of tooth	HP:0011091
Mulberry molar	HP:0011092
Syphilitic permanent first molar	HP:0011092
Increased size of premolar	HP:0011093
Enlarged premolar	HP:0011093
Molarization of bicuspid	HP:0011093
Molarization of premolar	HP:0011093
Molar shape of bicuspid	HP:0011093
Molar shape of premolar	HP:0011093
Overbite	HP:0011094
Scissors bite	HP:0011094
Deep bite	HP:0011094
Increased overlap of upper and lower incisors	HP:0011094
Deep overbite	HP:0011094
Overjet	HP:0011095
Protrusion of the maxillary incisors	HP:0011095
Upper teeth sticking out forward	HP:0011095
Protrusion of upper teeth in front of lower teeth	HP:0011095
Buck teeth	HP:0011095
Abnormality of horizontal incisor relationship	HP:0011095
Demyelination	HP:0011096
Peripheral demyelination	HP:0011096
West syndrome	HP:0011097
Epileptic spasms	HP:0011097
Salaam seizures	HP:0011097
Salaam convulsions	HP:0011097
Verbal dyspraxia	HP:0011098
Apraxia of speech	HP:0011098
Speech apraxia	HP:0011098
Spastic hemiparesis	HP:0011099
Spastic hemiplegia	HP:0011099
Intestinal atresia	HP:0011100
Ileal atresia	HP:0011102
Abnormal left ventricular outflow tract morphology	HP:0011103
Abnormality of the left ventricular outflow tract	HP:0011103
Abnormality of blood volume homeostasis	HP:0011104
Fluid overload in blood	HP:0011105
Hypervolemia	HP:0011105
Depleted blood volume	HP:0011106
Hypovolemia	HP:0011106
Recurrent aphthous stomatitis	HP:0011107
Buccal aphthous ulcers	HP:0011107
Recurrent canker sores	HP:0011107
Recurrent aphthous ulcers	HP:0011107
Aphthous stomatitis	HP:0011107
Recurrent sinus disease	HP:0011108
Sinusitis, recurrent	HP:0011108
Recurrent sinusitis	HP:0011108
Sinusitis, chronic	HP:0011109
Chronic sinusitis	HP:0011109
Chronic sinus disease	HP:0011109
Inflammation of tonsils	HP:0011110
Tonsillitis	HP:0011110
Abnormality of immune serum protein physiology	HP:0011111
Abnormality of serum cytokine level	HP:0011112
Abnormality of cytokine secretion	HP:0011113
Defective production of NFKB1-dependent cytokines	HP:0011114
Abnormality of chemokine secretion	HP:0011115
Abnormality of interferon secretion	HP:0011116
Abnormality of interleukin secretion	HP:0011117
Abnormality of IL secretion	HP:0011117
Abnormality of cachexin secretion	HP:0011118
Abnormality of cachectin secretion	HP:0011118
Abnormality of tumor necrosis factor secretion	HP:0011118
