Abnormality of taste sensation	HP:0000223
Reduced insulin like growth factor binding protein acid labile subunit level	None
Abnormal mannosylation of N-linked protein glycosylation	None
Elevated circulating D-arabinitol concentration	None
Elevated circulating arabinitol concentration	None
Increased level of L-glutamic acid in blood	None
Increased blood glutamate concentration	None
High blood glutamate levels	None
Hyperglutamatemia	None
Decreased specific antibody response to polysaccharide vaccine	None
Elevated urinary gamma-glutamylcysteine level	None
Abnormal circulating vitamin E concentration	None
Moderately elevated serum CPK	None
Mildly elevated serum CK	None
Moderately increased serum creatine kinase	None
Mildly increased serum creatine kinase	None
Mildly increased creatine kinase	None
Mildly elevated serum phospho-CK	None
Mildly elevated CPK	None
Moderately elevated serum CK	None
Mildly elevated serum CPK	None
Mildly elevated creatine phosphokinase	None
Mildly elevated creatine kinase	None
Elevated urine 2-hydroxy-3-methylvaleric acid level	None
2-hydroxy-3-methylvaleric acid high in urine	None
Increased proinsulin:insulin ratio	None
Abnormal angiostatin level	None
Organic aciduria	None
Alpha-aminoadipic semialdehyde synthase low in fibroblasts	None
Reduced alpha-aminoadipic semialdehyde synthase activity in cultured fibroblasts	None
Methionine high in urine	None
Methioninuria	None
Increased nuchal translucency	None
Positive bloodstream nucleic acid pathogen test	None
Defective lymphocyte apoptosis	None
Decreased lymphocyte apoptosis	None
Tongue edema	None
Tongue oedema	None
Elevated circulating cartilage oligomeric matrix protein concentration	None
Renal glomerular amyloid deposition	None
Kidney Ca2+ wasting	None
Kidney calcium wasting	None
Kidney Ca wasting	None
Renal Ca2+ wasting	None
Renal Ca wasting	None
Renal calcium wasting	None
Abnormal urine carboxylic acid level	None
Positive synonvial fluid infectious agent test	None
SCOT activity low in fibroblasts	None
Decreased Succinyl-CoA 3-ketoacid CoA transferase activity	None
Abnormal circulating calcitonin concentration	None
Aspartic aciduria	None
Fungal infection of hair	None
Fungal hair infection	None
Anti-Francisella tularensis antibody positivity	None
Scrotal worm	None
Filaria dance sign	None
Increased serine family amino acid in urine	None
Respiratory complex III deficiency	None
Decreased activity of mitochondrial complex III	None
Clavicular edema	None
Edema localized around the clavicle	None
Clavicular swelling	None
Oligosacchariduria	None
Abnormal circulating branched chain amino acid concentration	None
Abnormal mitochondrial morphology	None
Abnormal mitochondrion morphology	None
Elevated blood bismuth concentration	None
Decreased urinary hypoxanthine level	None
Decreased circulating A-type natriuretic peptide concentration	None
Decreased circulating A-type natriuretic peptide level	None
Lactase deficiency	None
Decreased small intestinal mucosa lactase level	None
Decreased urine citrate concentration	None
Hypocitraturia	None
Decreased urinary metaepinephrine level	None
Positive streptococcus A rapid antigen detection test	None
Elevated urine 4,5-dihydroxyhexanoic acid level	None
Chronic partially decreased IgG4 in blood	None
Chronic partially decreased circulating IgG4	None
Decreased circulating IgG4 level	None
Decreased circulating IgG4 concentration	None
Decreased IgG4 level in blood	None
Decreased urinary creatine level	None
Reduced tissue mannosyl-oligosaccharide glucosidase activity	None
Mixed respiratory and metabolic acidosis	None
Reduced circulating 6-pyruvoyltetrahydropterin synthase activity	None
Decreased tyrosine in blood	None
Low blood tyrosine concentration	None
Hypotyrosinemia	None
Elevated circulating glyoxylic acid concentration	None
Premature separation of centromeric heterochromatin	None
Deficiency or absence of cytochrome b(-245)	None
Deficiency or absence of cytochrome b	None
Abnormality of fluid regulation	None
Fluid imbalance	None
Hyperphenylalaninemia	None
Abnormal sweat homeostasis	None
Renal interstitial amyloid deposits	None
Renal interstitial amyloidosis	None
Renal interstitial amyloid deposition	None
Renal interstitial amyloid	None
Elevated circulating tiglylglycine concentration	None
Elevated circulating glycylproline concentration	None
Decreased urine creatinine level	None
Positive bloodstream rapid plasma reagin test	None
Elevated urine 3-methyl-2-oxovaleric acid level	None
Reduced hepatic glyoxylate reductase activity	None
Reduced hepatic hydroxypyruvate reductase activity	None
Increased esterified to free carnitine ratio	None
Decreased blood drug concentration	None
Decreased serum drug concentration	None
Reduced blood drug concentration	None
Decreased plasma drug concentration	None
Reduced plasma drug concentration	None
Reduced serum drug concentrations	None
Propionic acidemia	None
Propionyl-CoA carboxylase deficiency	None
Oedema of the upper limbs	None
Edema of the upper limbs	None
Fluid accumulation in upper limbs	None
Positive stool Giardia antigen test	None
Intermittent lactic acidemia	None
CSF pathogen-specific antibody positivity	None
Positive urine infectious agent nucleic acid test	None
Abnormal GPRT level	None
Abnormal hypoxanthine-guanine phosphoribosyltransferase level	None
Abnormal 6-hydroxypurine phosphoribosyltransferase level	None
Abnormal GMP pyrophosphorylase level	None
Abnormal mitochondrial shape	None
Increased circulating IgG2 level	None
Renal salt-wasting	None
Salt wasting	None
Renal salt wasting	None
Salt-wasting	None
Loss of salt in urine	None
Reduced tissue fatty aldehyde dehydrogenase activity	None
Low levels of vitamin B1	None
Decreased circulating vitamin B1 concentration	None
Reduced blood thiamine level	None
Vitamin B1 deficiency	None
Increased urinary copper concentration	None
Kidney chloride wasting	None
Renal Cl- wasting	None
Renal chloride wasting	None
Renal Cl wasting	None
Hypocalcaemia	None
Low blood calcium levels	None
Hypocalcemia	None
Decreased glucose-6-phosphate dehydrogenase level in red blood cells	None
Decreased G6PD level in red blood cells	None
Decreased G6PD level in RBCs	None
Stool xenobiotic	None
Elevated urine propionic acid level	None
Cellular urinary casts	None
Cellular casts	None
High serum osmolality	None
Cystoid macular edema	None
Transient hyperphenylalaninemia	None
Elevated urinary thymidine level	None
Increased circulating creatine kinase MM isoform	None
Increased circulating CK MM isoform	None
Abnormal blood monovalent inorganic cation concentration	None
Abnormality of monovalent inorganic cation homeostasis	None
Increased urine urobilinogen	None
Oxidative stress	None
Increased reactive oxygen species production	None
Increased ROS production	None
Abnormal circulating histidine concentration	None
Abnormality of histidine metabolism	None
Corneal amyloidosis	None
Elevated urine pyridinoline level	None
Elevated urine hydroxylysyl-pyridinoline level	None
Increased hepatitis B virus antibody level	None
Positive CSF infectious agent test	None
Increased serum bile acid concentration	None
Increased urine 4-hydroxy-2-oxoglutarate level	None
Abnormal fucosylation of protein N-linked glycosylation	None
Erythritol high in urine	None
Elevated urine erythritol level	None
Abnormal HDL3a concentration	None
4-hydroxyphenyllactic aciduria	None
Elevated circulating deoxypyridinoline concentration	None
Increased serum bile acid concentration during pregnancy	None
Increased serum bile acid concentration during pregnancy, resolves	None
Reduced hepatic glucose-6-phosphatase activity	None
Muscle biopsy: beta-enolase activity low	None
Reduced muscle enolase activity	None
Increased erythrocyte protoporphyrin concentration	None
Reduced tissue beta-mannosidase activity	None
Reduced beta-mannosidase activity in cultured fibroblasts	None
Elevated 6-mercaptopurine phosphoribosyltransferase level	None
Elevated GMP pyrophosphorylase level	None
Elevated hypoxanthine-guanine phosphoribosyltransferase level	None
Elevated 6-hydroxypurine phosphoribosyltransferase level	None
Glutathione high in urine	None
Glutathionuria	None
Increased urinary epithelial cell count	None
Malignant hyperthermia	None
Abnormal albumin level	None
Abnormal circulating albumin concentration	None
Reduced isovaleryl CoA dehydrogenase activity in cultured fibroblasts	None
Decreased circulating cobalophilin concentration	None
Decreased circulating transcobalamin I concentration	None
Decreased circulating R vitamin B12 binder protein concentration	None
Decreased circulating haptocorrin concentration	None
Increased circulating iron concentration	None
Increased serum iron	None
Elevated circulating tenascin-C level	None
Chronic absent circulating IgD	None
Chronic (near) absent IgM in blood	None
Decreased phytanic acid:pristanic acid ratio	None
Phytanic acid to pristanic acid ratio low	None
Reduced hepatic ornithine transcarbamylase activity	None
Plasma/serum xenobiotic	None
Abnormal A-type atrial natriuretic peptide level	None
Abnormal circulating A-type atrial natriuretic peptide concentration	None
Increased urine succinate level	None
Elevated urinary glutarylglycine level	None
Hypouricemia	None
Low blood uric acid levels	None
Reduced circulating acylcarnitine concentration	None
Elevated serum aspartate aminotransferase	None
Elevated serum AST	None
Aspartate aminotransferase increased	None
Elevated circulating aspartate aminotransferase concentration	None
Elevated serum glutamic oxaloacetic transaminase	None
Positive stool infectious agent test	None
Vitamin B8 deficiency	None
Low levels of vitamin B8	None
Decreased circulating vitamin B8 concentration	None
Glomerular proteinuria	None
Increased resting energy expenditure	None
Unconjugated hyperbilirubinemia	None
Neuron-specific enolase high in blood	None
Elevated circulating neuron-specific enolase concentration	None
Increased circulating myristoleate level	None
Elevated aromatase activity	None
Abnormality of body height	None
Increased body height	None
Increased linear growth	None
Tall stature	None
Accelerated linear growth	None
Pubertal delay	None
Delayed puberty	None
Delayed pubertal growth	None
Delayed pubertal development	None
Pituitary dwarfism	None
Growth issue	None
Growth abnormality	None
Abnormal growth	None
Poor weight gain	None
Postnatal failure to thrive	None
Faltering weight	None
FTT	None
Undergrowth	None
Failure to thrive	None
Weight faltering	None
Poor growth	None
Growth failure	None
Retarded growth	None
Growth deficiency	None
Growth delay	None
Delayed growth	None
Growth retardation	None
Very poor growth	None
Prenatal growth retardation	None
Prenatal-onset growth retardation	None
Intrauterine growth failure	None
In utero growth retardation	None
Intrauterine growth restriction	None
Fetal growth restriction	None
Intrauterine retardation	None
Intrauterine growth retardation	None
Prenatal growth failure	None
Prenatal onset growth retardation	None
Prenatal growth deficiency	None
Small for gestational age infant	None
FGR	None
Intrauterine growth retardation, IUGR	None
IUGR	None
Having too much body fat	None
Obesity	None
Low birth weight	None
Small for gestational age	None
Birth weight less than 10th percentile	None
Marfanoid habitus	None
Marfanoid body habitus	None
Reduced upper-lower segment ratio	None
Dolichostenomelia	None
Disproportionate tall stature	None
Fetal macrosomia	None
Macrosomia, neonatal	None
Birth weight > 90th percentile	None
Large for gestational age	None
Macrosomia	None
Birthweight > 90th percentile	None
Foetal macrosomia	None
Severe faltering weight	None
Severe postnatal failure to thrive	None
Marked failure to thrive	None
Severe failure to thrive	None
Severe weight faltering	None
Hemihypertrophy	None
Asymmetric limb hypertrophy	None
Asymmetric overgrowth	None
Postnatal onset of mild growth retardation	None
Mild postnatal growth retardation	None
Mild growth deficiency	None
Failure to thrive in first year of life	None
Weight faltering in infancy	None
Faltering weight in infancy	None
Failure to thrive in infancy	None
Thin build	None
Thin body habitus	None
Asthenic habitus	None
Slender build	None
Generalized overgrowth	None
General overgrowth	None
Overgrowth	None
Generalised overgrowth	None
Loss of weight	None
Weight loss	None
Truncal obesity	None
Centripetal obesity	None
Situs inversus visceralis	None
Situs inversus viscerum	None
Abdominal situs inversus	None
Disproportionate short stature	None
Short stature, severe disproportionate	None
Short stature, disproportionate	None
Relative short stature	None
short stature, mild	None
Mild short stature	None
Proportionate short stature	None
Short stature, proportionate	None
Proportionate small stature	None
Short stature, extreme	None
Short stature, severe	None
Proportionate dwarfism	None
Dwarfism	None
Severe short stature	None
Birth length greater than 97th percentile	None
Fetal overgrowth	None
Foetal overgrowth	None
Disproportionate short-trunk short stature	None
Disproportionate short-trunked short stature	None
Short-trunked dwarfism	None
Disproportionate short-trunked dwarfism	None
Birth length < 3rd percentile	None
Birth length less than 3rd percentile	None
Birth length <3rd percentile	None
Eunuchoid habitus	None
Decreased body height	None
Small stature	None
Height less than 3rd percentile	None
Stature below 3rd percentile	None
Short stature	None
Abnormality of habitus	None
Abnormality of body weight	None
Increased body weight	None
Weight gain	None
Low weight	None
Weight less than 3rd percentile	None
Low body weight	None
Decreased weight	None
Decreased body weight	None
Cachexia	None
Wasting syndrome	None
Rhizomelic arm shortening	None
Mesomelic/rhizomelic limb shortening	None
Rhizo-meso-acromelic limb shortening	None
Short stature, disproportionate mesomelic	None
Short stature, mesomelic	None
Mesomelic dwarfism	None
Mesomelic short stature	None
Dwarfism, short limb mesomelic	None
Severe intrauterine growth retardation	None
Intrauterine growth retardation, severe	None
Severe prenatal growth deficiency	None
Moderately short stature	None
Moderate short stature	None
Short stature, moderate	None
Marked growth retardation	None
Severe postnatal growth failure	None
Severe postnatal growth deficiency	None
Severe postnatal growth retardation	None
Severe growth delay in children	None
Moderate postnatal growth retardation	None
Moderate growth delay in children	None
Neonatal short-trunk short stature	None
Short-trunk dwarfism identifiable at birth	None
Weight faltering secondary to recurrent infections	None
Faltering weight secondary to recurrent infections	None
Failure to thrive secondary to recurrent infections	None
Micromelic dwarfism	None
Short-limb dwarfism	None
Brachymelic dwarfism	None
Disproportionate short-limb short stature	None
Short-limbed dwarfism	None
Short limb dwarfism	None
Disproportionate short limb dwarfism	None
Short limb dwarfism, disproportionate	None
Dwarfism, short-limbed	None
Short stature, disproportionate short limb	None
Short stature, disproportionate short-limb	None
Mild prenatal growth deficiency	None
Mild intrauterine growth retardation	None
Severe short-limb dwarfism	None
Postnatal growth deficiency	None
Postnatal growth deceleration	None
Postnatal growth retardation	None
Postnatal growth failure	None
Growth delay as children	None
Growth retardation as children	None
