Lower lip pit	HP:0000196
Aplasia of the primary palate bone	None
Absence of the primary palate bone	None
Absence of the premaxilla	None
Aplasia of the intermaxillary bone	None
Failure of development of premaxilla	None
Missing premaxilla	None
Abnormality of the musculature	None
Muscular abnormality	None
Delayed maturation of the scaphoid	None
Delayed ossification of the scaphoid	None
Attachment of thumb close to wrist	None
Low-set thumb	None
Low implantation of the thumb	None
Proximally placed thumbs	None
Proximal placement of thumb	None
Deformational frontal plagiocephaly	None
Frontal plagiocephaly	None
Positional frontal plagiocephaly	None
Unicoronal craniosynostosis	None
Anterior plagiocephaly	None
Coronal synostosis	None
Positional anterior plagiocephaly	None
Deformational anterior plagiocephaly	None
Anterior flat head syndrome	None
Bullet-shaped innermost toe bone	None
Bullet-shaped proximal phalanges of the toes	None
Bullet-shaped proximal phalanges of toe	None
Bullet-shaped proximal toe phalanx	None
Cervical spine joint hypermobility	None
Cervical spine hypermobility	None
Dorsal rib defect	None
Posterior rib gap	None
Enlarged epiphysis of the proximal phalanx of the 4th toe	None
Enlarged end part of the innermost bone of the 4th toe	None
Abnormal cortical bone morphology	None
Abnormality of cortical bone	None
Abnormal compact bone morphology	None
Type D brachydactyly	None
Brachydactyly type D	None
Increased size of facial muscles	None
Hyperplasia of facial muscles	None
Large facial muscles	None
Facial muscle hypertrophy	None
Congenital macrocephaly	None
Large skull present since birth	None
Large head present since birth	None
Big cranium present at birth	None
Congenital large skull	None
Large cranium present since birth	None
Big head present at birth	None
Large cranium present at birth	None
Large head present at birth	None
Big cranium present since birth	None
Big skull present at birth	None
Macrocephaly at birth	None
Congenital large head	None
Large skull present at birth	None
Big head present since birth	None
Head circumference large for gestational age	None
Big skull present since birth	None
Congenital large cranium	None
Rigidity	None
Muscle rigidity	None
Contracture of the outermost hinge joint of the 3rd finger	None
Contracture of the distal interphalangeal joint of the 3rd finger	None
Cone-shaped epiphysis of the distal phalanx of the 4th finger	None
Cone-shaped end part of the outermost bone of the ring finger	None
Patchy changes of bone mineral density	None
Absent 3rd long bone of hand	None
Aplasia of the 3rd metacarpal	None
Large fontanel	None
Large fontanelles	None
Large fontanels	None
Wide bregma sutures	None
Large, late-closing fontanelle	None
Persistent wide fontanel	None
Large bregma sutures	None
Large fontanelle	None
Enlarged fontanelles	None
Wide fontanelles	None
Spheroid bodies	None
Pseudoepiphysis of the distal phalanx of the 5th toe	None
Increased muscle lipid content	None
Muscle lipidosis	None
Fat accumulation in muscle fibres	None
Fat deposits in muscle fibers	None
Lipid accumulation in skeletal muscle	None
Skeletal muscle lipid accumulation	None
Fat accumulation in muscle fibers	None
Fat deposits in muscle fibres	None
Underdeveloped innermost upper end of calf bone	None
Hypoplasia of proximal fibula	None
Small innermost upper end of calf bone	None
Cervical vertebral abnormalities	None
Abnormal cervical spine	None
Abnormality of the cervical spine	None
Disorder of cervical vertebra	None
Cervical spine abnormalities	None
Abnormality of cervical vertebra	None
Cervical vertebral anomalies	None
Abnormality of the cervical vertebrae	None
Ankle contracture	None
Broad finger	None
Wide fingers	None
Broad fingers	None
Enlarged end part of the outermost bone of the 3rd finger	None
Enlarged epiphysis of the distal phalanx of the 3rd finger	None
Punctate vertebral calcifications	None
Early progressive calcific cardiac valvular disease	None
Periosteal new bone of humeral diaphysis	None
Triangular shaped phalanges of the 3rd finger	None
Triangular shaped bone of the middle finger	None
Abnormal hemidiaphragm morphology	None
Abnormality of the hemidiaphragms	None
Chorioretinal scar	None
Thumb hypoplasia grade 1	None
Disharmonic maturation of the hand bones	None
Dysharmonic ossification of the hand bones	None
Dysharmonic maturation of the hand bones	None
Hypoplastic phalanges of hands	None
Rudimentary phalanges	None
Hypoplastic/small phalanges of the hand	None
Short phalanx of finger	None
Short finger bones	None
Shortened phalanges	None
Phalangeal hypoplasia	None
Hypoplastic phalanges	None
Short phalanges	None
Hip internal rotation contracture	None
Webbed first and second toes	None
Webbed 1st-2nd toes	None
1-2 toe syndactyly	None
Ring fibres	None
Ring fibers	None
Midthoracic hemivertebrae	None
Thoracic hemivertebrae	None
Narrow maxilla	None
Decreased breadth of upper jaw bones	None
Transverse maxillary insufficiency	None
Transverse maxillary deficiency	None
Narrow upper jaw bones	None
Decreased width of upper jaw bones	None
Decreased transverse dimension of maxilla	None
Decreased width of maxilla	None
Transverse hypoplasia of maxilla	None
Disproportionately long fibula	None
Long calf bone	None
Long fibula	None
Triangular shaped bones of big toe	None
Triangular shaped phalanges of the hallux	None
Abnormal innermost index finger bone	None
Abnormality of the proximal phalanx of the 2nd finger	None
Abnormality of the proximal 2nd finger phalanx	None
Abnormality of mylohyoid muscle	None
Absent first metacarpal	None
Aplasia of the 1st metacarpal	None
Absent 1st long bone of hand	None
Generalized muscular appearance from birth	None
Generalised muscular appearance from birth	None
Abnormality of the outermost bone of the 3rd finger	None
Abnormality of the distal phalanx of the 3rd finger	None
Abnormality of terminal phalanx of middle-finger	None
Rheumatoid arthritis	None
RA	None
Abnormality of the end part of the outermost thighbone	None
Abnormality of the distal femoral epiphysis	None
Irregular costochondral margins	None
Irregular chondrocostal junctions	None
Abnormality of the musculature of the pelvis	None
Abnormal morphology of the pelvis musculature	None
Slender ribs	None
Thin ribs	None
Failure of development of facial skeleton	None
Aplasia of facial bones	None
Missing facial bones	None
Agenesis of facial bones	None
Failure of development of facial bones	None
Aplasia of facial skeleton	None
Absence of facial bones	None
Contractures of the Achilles tendon	None
Tight achilles tendon	None
Shortening of the achilles tendon	None
Achilles tendon contracture	None
Achilles tendon contractures	None
Hip girdle muscle weakness	None
Pelvic girdle weakness	None
Hip-girdle muscle weakness	None
Hip girdle weakness	None
Pelvic girdle muscle weakness	None
Short, cube shaped long bone of hand	None
Cuboidal metacarpal	None
Spinal rigidity	None
Rigid spine	None
Reduced spine movement	None
Camptodactyly of the ring finger	None
4th finger camptodactyly	None
Contracture of the proximal interphalangeal joint of the 4th finger	None
Camptodactyly of the 4th finger	None
Hypophosphatemic rickets	None
Proximal femoral metaphyseal irregularity	None
Irregular proximal femoral metaphyses	None
Oligoarthritis	None
bone distal tarsal bone	None
Fractured distal tarsal bone	None
Firm muscles	None
Small epiphysis of the proximal phalanx of the 4th finger	None
Small end part of the innermost bone of the ring finger	None
Irregular end part of the 1st long bone of foot	None
Irregular epiphysis of the 1st metatarsal	None
Long styloid process of ulna	None
Fragmentation of the epiphysis of the distal phalanx of the 2nd finger	None
Fragmentation of end part of the outermost bone of the index finger	None
Abnormality of the breast	None
Enlarged male breast	None
Gynecomastia	None
Gynaecomastia	None
Small nipples	None
Nipple hypoplasia	None
Hypoplastic nipples	None
Accessory nipples	None
Supernumerary nipples	None
Supernumerary nipple	None
Increased nipple number	None
accessory mamilla	None
accessory mamillas	None
Accessory nipple	None
Absent nipples	None
Absent nipple	None
Athelia	None
Low-set nipples	None
Breast cancer	None
Breast carcinoma	None
Inverted nipples	None
Invaginated nipples	None
Breast hypoplasia	None
Underdeveloped breasts	None
Abnormal nipple morphology	None
Abnormality of the nipple	None
Prominent nipples	None
Widely-spaced nipples	None
Wide-spaced nipples	None
Wide intermamillary distance	None
Widely spaced nipples	None
Multifocal breast cancer	None
Multifocal breast carcinoma	None
Absent/small nipples	None
Absent/underdeveloped nipples	None
Absent/rudimentary nipples	None
Nipples absent or rudimentary	None
Aplasia/Hypoplasia of the nipples	None
Aplasia/Hypoplasia of the breasts	None
Absent/underdeveloped breasts	None
Absent/small breasts	None
Asymmetry of the breasts	None
Large breast	None
Hypertrophy of the breasts	None
Breast enlargement	None
Breast hypertrophy	None
Macromastia	None
Gigantomastia	None
Breasts enlarged	None
Breast fibroadenomas	None
Fibroadenoma of the breast	None
Fibroadenosis - breast	None
Fibroadenosis of breast	None
Breast fibroadenosis	None
Breast fibroadenoma	None
Unilateral breast hypoplasia	None
One underdeveloped breast	None
Two underdeveloped breasts	None
Bilateral breast hypoplasia	None
Mammary duct ectasia	None
Breast abscess	None
Ductal carcinoma in situ	None
Lobular carcinoma in situ	None
Abnormal breast morphology	None
Abnormal breast physiology	None
Agalactia	None
Lactation incapacity	None
Dry nipple	None
Abnormal areolar morphology	None
Areolar fullness	None
Breast lump	None
Breast mass	None
Abnormal intermamillary distance	None
Short intermamillary distance	None
Microcalcifications of the breast	None
Breast microcalcification	None
Architectural distortion of breast	None
Asymmetric thickening of the nipple-areolar complex	None
Mastitis	None
Diffuse breast nodularity	None
Breast tumour	None
Breast tumor	None
Tumours of the breast	None
Neoplasia of the breast	None
Neoplasm of the breast	None
Breast aplasia	None
Congenital absence of breast	None
Absent breast	None
Mammary gland aplasia	None
Spontaneous milk flow from breast	None
Galactorrhoea	None
Galactorrhea	None
Hypoplastic areola	None
Hypoplastic areolae	None
Lactation duct obstruction	None
Mammary blocked duct	None
Galactocele	None
Abnormal nipple discharge	None
Breast intraductal papilloma	None
High-set nipples	None
Nipple epidermal Paget cells	None
Nipple thickening	None
Hypoechoic breast nodule	None
Hypoechoic breast mass	None
Breast myxoma	None
Breast adenoma	None
Breast apocrine adenoma	None
Apocrine adenoma of the breast	None
Fibrocystic breast lesion	None
Breast cyst	None
Pneumomediastinum	None
Mediastinal widening	None
Widened mediastinum	None
Narrow mediastinum	None
Abnormality of the mediastinum	None
Abnormal mediastinum morphology	None
Abnormality of the thoracic cavity	None
Swollen lymph nodes in center of chest	None
Mediastinal lymphadenopathy	None
Swollen lymph nodes in centre of chest	None
Mediastinal shift	None
Elevated urinary phenylpyruvic acid level	None
Phenylpyruvic acid high in urine	None
Uterine cervix mass	None
Cloacogenic bladder	None
Persistent cloaca	None
Carnitinuria	None
Carnitine high in urine	None
Glomerular lipoprotein thrombus	None
Abnormal urine protein level	None
Uterine abnormalities	None
Abnormality of the uterus	None
Uterine malformations	None
Calcium nephrolithiasis	None
Ca nephrolithiasis	None
Calcium kidney stone	None
Ca2+ nephrolithiasis	None
Ca kidney stone	None
Ca2+ kidney stone	None
Elevated urinary dopamine level	None
Elevated urinary dopamine	None
Glomerular basement membrane amyloid spicule	None
Abnormalities of the arcuate arterial lumen	None
Abnormal arcuate artery lumen morphology	None
Argininosuccinic aciduria	None
Urethrovesical occlusion	None
Hypertrophy of the urinary bladder wall	None
Urinary bladder wall hypertrophy	None
Urinary bladder wall thickening	None
Hypertrophic urinary bladder	None
Kidney Ca2+ wasting	None
Kidney calcium wasting	None
Kidney Ca wasting	None
Renal Ca2+ wasting	None
Renal Ca wasting	None
Renal calcium wasting	None
Renal tubular polyoma virus inclusions	None
Menopause praecox	None
Premature ovarian failure	None
Premature menopause	None
Primary ovarian insufficiency	None
Early menopause	None
Hypergonadotropic amenorrhea	None
Premature ovarian insufficiency	None
Climacterium praecox	None
Diffuse lupus nephritis	None
Class IV lupus nephritis	None
Sertoli cell neoplasia	None
Sertoli cell neoplasm	None
Increased urine citrate concentration	None
Hypercitraturia	None
Abnormal nephron morphology	None
Abnormality of the nephron	None
Increased urine asparagine level	None
Asparaginuria	None
Increased level of asparagine in urine	None
Aseptic leukocyturia	None
Sterile pyuria	None
