Inguinal hernia	HP:0000023
Partial duplication of the distal phalanx of the hallux	HP:0010097
Complete duplication of the 1st long bone of foot	HP:0010098
Complete duplication of the 1st metatarsal	HP:0010098
Partial duplication of the 1st metatarsal	HP:0010099
Partial duplication of the 1st long bone of foot	HP:0010099
Complete duplication of hallux phalanx	HP:0010100
Complete duplication of big toe bones	HP:0010100
Complete duplication of the phalanges of the hallux	HP:0010100
Partial duplication of the phalanges of the hallux	HP:0010101
partial duplication of hallux	HP:0010101
Partial duplication of big toe	HP:0010101
Aplasia of the distal phalanx of the hallux	HP:0010102
Absent outermost bone of big toe	HP:0010102
Small distal phalanx of big toe	HP:0010103
Hypoplastic/small distal phalanx of the hallux	HP:0010103
Small outermost bone of big toe	HP:0010103
Small distal phalanx of hallux	HP:0010103
Short distal phalanx of hallux	HP:0010103
Absent 1st long bone of foot	HP:0010104
Aplasia of the 1st metatarsal	HP:0010104
Absent first metatarsal	HP:0010104
Absent 1st metatarsal	HP:0010104
Short first metatarsal	HP:0010105
First metatarsal hypoplasia	HP:0010105
Short 1st long bone of foot	HP:0010105
First metatarsals hypoplastic	HP:0010105
Absent innermost bone of big toe	HP:0010106
Aplasia of the proximal phalanx of the hallux	HP:0010106
Small proximal phalanx of hallux	HP:0010107
Hypoplastic proximal phalanx of the hallux	HP:0010107
Short proximal phalanx of hallux	HP:0010107
Short proximal phalanx of halluces	HP:0010107
Small proximal phalanx of big toe	HP:0010107
Short proximal phalanges of halluces	HP:0010107
Short innermost big toe bone	HP:0010107
Short big toe	HP:0010109
Hypoplastic big toes	HP:0010109
Small hallux	HP:0010109
Hypoplastic hallux	HP:0010109
Short hallux	HP:0010109
Short halluces	HP:0010109
Aplasia of the phalanges of the hallux	HP:0010110
Absent bone of big toe	HP:0010110
Hypoplastic phalanges of the hallux	HP:0010111
Short phalanx of hallux	HP:0010111
Short bone of big toe	HP:0010111
Mesoaxial foot polydactyly	HP:0010112
Central polydactyly of feet	HP:0010112
Absent epiphyses of the hallux	HP:0010113
Absent hallux epiphysis	HP:0010113
Absent end part of big toe bone	HP:0010113
Bracket epiphyses of the hallux	HP:0010114
Bracket shaped end part of big toe bone	HP:0010114
Cone-shaped end part of the big toe bone	HP:0010115
Cone-shaped epiphyses of the hallux	HP:0010115
Enlarged end part of the big toe bone	HP:0010116
Enlarged epiphyses of the hallux	HP:0010116
Fragmentation of the end part of the big toe bone	HP:0010117
Fragmentation of the epiphyses of the hallux	HP:0010117
Irregular end part of big toe bone	HP:0010118
Irregular epiphyses of the hallux	HP:0010118
Increased bone density of end part of the big toe bone	HP:0010119
Ivory epiphyses of the hallux	HP:0010119
Pseudoepiphyses of the hallux	HP:0010120
Small end part of the big toe bone	HP:0010121
Small epiphyses of the hallux	HP:0010121
Speckled calcifications in the end part of the big toe bone	HP:0010122
Stippling of the epiphyses of the hallux	HP:0010122
Triangular end part of the big toe bone	HP:0010123
Triangular epiphyses of the hallux	HP:0010123
Abnormality of the epiphysis of the distal phalanx of the hallux	HP:0010124
Abnormality of the end part of the outermost bone of the big toe bone	HP:0010124
Abnormality of the epiphysis of the 1st metatarsal	HP:0010125
Abnormality of the end part of the 1st long bone of foot	HP:0010125
Abnormality of the end part of the innermost bone of the big toe	HP:0010126
Abnormality of the epiphysis of the proximal phalanx of the hallux	HP:0010126
Absent epiphysis of the proximal phalanx of the hallux	HP:0010127
Absent end part of the innermost bone of the big toe	HP:0010127
Bracket epiphysis of the proximal phalanx of the hallux	HP:0010128
Bracket shaped end part of the innermost bone of big toe	HP:0010128
Cone-shaped epiphysis of the proximal phalanx of the hallux	HP:0010129
Cone-shaped end part of the innermost bone of the big toe	HP:0010129
Enlarged end part of the innermost bone of the big toe	HP:0010130
Enlarged epiphysis of the proximal phalanx of the hallux	HP:0010130
Fragmentation of the end part of the innermost bone of the big toe	HP:0010131
Fragmentation of the epiphysis of the proximal phalanx of the hallux	HP:0010131
Irregular epiphysis of the proximal phalanx of the hallux	HP:0010132
Irregular end part of the innermost bone of the big toe	HP:0010132
Ivory epiphysis of the proximal phalanx of the hallux	HP:0010133
Increased bone density of end part of the innermost bone of the big toe	HP:0010133
Pseudoepiphysis of the proximal phalanx of the hallux	HP:0010134
Small epiphysis of the proximal phalanx of the hallux	HP:0010135
Small end part of the innermost bone of the big toe	HP:0010135
Stippling of the epiphysis of the proximal phalanx of the hallux	HP:0010136
Speckled calcifications in the end part of the innermost bone of the big toe	HP:0010136
Triangular end part of the innermost bone of the big toe	HP:0010137
Triangular epiphysis of the proximal phalanx of the hallux	HP:0010137
Absent epiphysis of the distal phalanx of the hallux	HP:0010138
Absent end part of the outermost bone of the big toe	HP:0010138
Bracket shaped end part of the outermost bone of big toe	HP:0010139
Bracket epiphysis of the distal phalanx of the hallux	HP:0010139
Cone-shaped end part of the outermost bone of the big toe	HP:0010140
Cone-shaped epiphysis of the distal phalanx of the hallux	HP:0010140
Enlarged epiphysis of the distal phalanx of the hallux	HP:0010141
Enlarged end part of the outermost bone of the big toe	HP:0010141
Fragmentation of the end part of the outermost bone of the big toe	HP:0010142
Fragmentation of the epiphysis of the distal phalanx of the hallux	HP:0010142
Irregular epiphysis of the distal phalanx of the hallux	HP:0010143
Irregular end part of the outermost bone of the big toe	HP:0010143
Increased bone density of end part of the outermost bone of the big toe	HP:0010144
Ivory epiphysis of the distal phalanx of the hallux	HP:0010144
Pseudoepiphysis of the distal phalanx of the hallux	HP:0010145
Small epiphysis of the distal phalanx of the hallux	HP:0010146
Small end part of the outermost bone of the big toe	HP:0010146
Speckled calcifications in the end part of the outermost bone of the big toe	HP:0010147
Stippling of the epiphysis of the distal phalanx of the hallux	HP:0010147
Triangular end part of the outermost bone of the big toe	HP:0010148
Triangular epiphysis of the distal phalanx of the hallux	HP:0010148
Absent end part of the 1st long bone of foot	HP:0010149
Absent epiphysis of the 1st metatarsal	HP:0010149
Bracket shaped end part of 1st long bone of foot	HP:0010150
Bracket epiphysis of the 1st metatarsal	HP:0010150
Cone-shaped epiphysis of the 1st metatarsal	HP:0010151
Cone-shaped end part of the 1st long bone of foot	HP:0010151
Enlarged end part of the 1st long bone of foot	HP:0010152
Enlarged epiphysis of the 1st metatarsal	HP:0010152
Fragmentation of the epiphysis of the 1st metatarsal	HP:0010153
Fragmentation of the end part of the 1st long bone of foot	HP:0010153
Irregular end part of the 1st long bone of foot	HP:0010154
Irregular epiphysis of the 1st metatarsal	HP:0010154
Increased bone density of end part of the 1st long bone of foot	HP:0010155
Ivory epiphysis of the 1st metatarsal	HP:0010155
Pseudoepiphysis of the 1st metatarsal	HP:0010156
Small epiphysis of the 1st metatarsal	HP:0010157
Small end part of the 1st long bone of foot	HP:0010157
Stippling of the epiphysis of the 1st metatarsal	HP:0010158
Speckled calcifications in the end part of the 1st long bone of foot	HP:0010158
Triangular end part of the 1st long bone of foot	HP:0010159
Triangular epiphysis of the 1st metatarsal	HP:0010159
Abnormality of the epiphyses of the toes	HP:0010160
Abnormal toe epiphysis morphology	HP:0010160
Abnormality of the end part of the toe bones	HP:0010160
Abnormality of the long bones of the toes	HP:0010161
Abnormal toe phalanx morphology	HP:0010161
Abnormality of the phalanges of the toes	HP:0010161
Absent end part of the toe bones	HP:0010162
Absent epiphyses of the toes	HP:0010162
Bracket shaped end part of the toe bones	HP:0010163
Bracket epiphyses of the toes	HP:0010163
Cone-shaped epiphyses of the toes	HP:0010164
Cone-shaped end part of the toe bones	HP:0010164
Enlarged epiphyses of the toes	HP:0010165
Enlarged end part of the toe bones	HP:0010165
Fragmentation of the end part of the toe bones	HP:0010166
Fragmentation of the epiphyses of the toes	HP:0010166
Irregular epiphyses of the toes	HP:0010167
Irregular end part of the toe bones	HP:0010167
Increased bone density of end part of the toes	HP:0010168
Ivory epiphyses of the toes	HP:0010168
Pseudoepiphyses of the toes	HP:0010169
Small epiphyses of the toes	HP:0010170
Small end part of the toe bones	HP:0010170
Epiphyseal stippling of toe phalanges	HP:0010171
Speckled calcifications in long toe bones	HP:0010171
Stippling of the epiphyses of the toes	HP:0010171
Triangular epiphyses of the toes	HP:0010172
Triangular end part of the toe bones	HP:0010172
Absent/small toe bones	HP:0010173
Aplasia/Hypoplasia of the phalanges of the toes	HP:0010173
Absent/underdeveloped toe bones	HP:0010173
Wide toe bones	HP:0010174
Broad phalanx of the toes	HP:0010174
Bullet-shaped toe phalanx	HP:0010175
Bullet-shaped toe bone	HP:0010175
Bullet-shaped phalanges of the toes	HP:0010175
Curved toe phalanx	HP:0010176
Curved phalanges of the toes	HP:0010176
Curved toe bone	HP:0010176
Osteolytic defects of the phalanges of the toes	HP:0010177
Uneven increase in bone density in toe bone	HP:0010178
Patchy sclerosis of toe phalanx	HP:0010178
Patchy sclerosis of the phalanges of the toes	HP:0010178
Fused toe bones	HP:0010179
Symphalangism affecting the phalanges of the toes	HP:0010179
Triangular shaped toe bones	HP:0010180
Triangular shaped phalanges of the toes	HP:0010180
Duplication of phalanx of toe	HP:0010181
Partial/complete duplication of the phalanges of the toes	HP:0010181
Duplicated toe bone	HP:0010181
Abnormality of the outermost bone of the toes	HP:0010182
Abnormality of the distal phalanges of the toes	HP:0010182
Abnormal middle bones of toe	HP:0010183
Abnormality of the middle phalanges of the toes	HP:0010183
Abnormal innermost toe bone	HP:0010184
Abnormality of the proximal phalanges of the toes	HP:0010184
Abnormality of toe proximal phalanx	HP:0010184
Hypoplasia/agenesis of distal phalanges of toes	HP:0010185
Aplasia/Hypoplasia of the distal phalanges of the toes	HP:0010185
Absent/underdeveloped outermost bones of toe	HP:0010185
Absent/small outermost bones of toe	HP:0010185
Absent/hypoplastic terminal phalanges of toes	HP:0010185
Wide outermost bone of the toe	HP:0010186
Broad outermost bone of the toe	HP:0010186
Broad distal phalanx of the toes	HP:0010186
Bullet-shaped distal toe phalanx	HP:0010187
Bullet-shaped outermost bone of the toe	HP:0010187
Bullet-shaped distal phalanges of the toes	HP:0010187
Curved distal phalanges of the toes	HP:0010188
Curved outermost bone of the toe	HP:0010188
Curved distal toe phalanx	HP:0010188
Osteolytic defects of the distal phalanges of the toes	HP:0010189
Patchy sclerosis of the distal phalanges of the toes	HP:0010190
Uneven increase in bone density in outermost toe bone	HP:0010190
Patchy sclerosis of distal toe phalanx	HP:0010190
Symphalangism affecting the distal phalanges of the toes	HP:0010191
Fused outermost bones of toes	HP:0010191
Triangular shaped outermost bone of the toes	HP:0010192
Triangular shaped distal phalanges of the toes	HP:0010192
Duplication of distal phalanx of toe	HP:0010193
Partial/complete duplication of the distal phalanges of the toes	HP:0010193
Duplication of outermost bone of toe	HP:0010193
Absent/underdeveloped middle bones of toe	HP:0010194
Aplasia/Hypoplasia of the middle phalanges of the toes	HP:0010194
Absent/small middle bones of toe	HP:0010194
Broad middle phalanges of the toes	HP:0010195
Broad middle bones of the toes	HP:0010195
Bullet-shaped middle toe phalanx	HP:0010196
Bullet-shaped middle bones of the toes	HP:0010196
Bullet-shaped middle phalanges of the toes	HP:0010196
Curved middle toe phalanx	HP:0010197
Curved middle phalanges of the toes	HP:0010197
Curved middle bones of the toes	HP:0010197
Osteolytic defects of the middle phalanges of the toes	HP:0010198
Patchy sclerosis of the middle phalanges of the toes	HP:0010199
Patchy sclerosis of middle toe phalanx	HP:0010199
Uneven increase in bone density in middle toe bone	HP:0010199
Symphalangism affecting the middle phalanges of the toes	HP:0010200
Fused middle bones of toes	HP:0010200
Triangular shaped middle phalanges of the toes	HP:0010201
Triangular shaped middle bones of toes	HP:0010201
Duplication of middle phalanx of toe	HP:0010202
Partial/complete duplication of the middle bones of the toes	HP:0010202
Partial/complete duplication of the middle phalanges of the toes	HP:0010202
Aplasia/hypoplasia of proximal toe phalanx	HP:0010203
Absent/small innermost toe bones	HP:0010203
Absent/underdeveloped innermost toe bones	HP:0010203
Aplasia/Hypoplasia of the proximal phalanges of the toes	HP:0010203
Broad proximal phalanx of toe	HP:0010204
Broad innermost toe bone	HP:0010204
Bullet-shaped innermost toe bone	HP:0010205
Bullet-shaped proximal phalanges of the toes	HP:0010205
Bullet-shaped proximal phalanges of toe	HP:0010205
Bullet-shaped proximal toe phalanx	HP:0010205
Curved proximal toe phalanx	HP:0010206
Curved proximal phalanges of the toes	HP:0010206
Curved innermost toe bones	HP:0010206
Osteolytic defects of the proximal phalanges of the toes	HP:0010207
Osteolytic defect of the proximal toe phalanx	HP:0010207
Uneven increase in bone density in innermost toe bone	HP:0010208
Patchy sclerosis of the proximal phalanges of the toes	HP:0010208
Patchy sclerosis of proximal toe phalanx	HP:0010208
Symphalangism affecting the proximal phalanges of the toes	HP:0010209
Fused innermost bones of toes	HP:0010209
Triangular shaped innermost toe bones	HP:0010210
Triangular shaped proximal phalanges of the toes	HP:0010210
Duplication of proximal phalanx of toe	HP:0010211
