Inguinal hernia	HP:0000023
Diminished glomerular basement membrane collagen IV alpha 4 chain staining	None
Renal tubular cytomegalovirus inclusions	None
Interlobular vein intima/media venulitis	None
Venulitis within interlobular vein intima/media	None
Abnormal urinary purine level	None
Elevated urinary succinylaminoimidazole carboxamide riboside level	None
Abnormal urinary bile acid level	None
Long penis	None
Enlarged penis	None
Elevated urinary 5-hydroxyindoleacetic acid level	None
Bacterial cell casts	None
Absent urinary urothione	None
Abnormal glomerular filtration rate	None
Abnormal GFR	None
Clear cell renal cell carcinoma	None
Nonpapillary renal cell carcinoma	None
Abnormal arcuate vein morphology	None
Enuresis	None
Argininosuccinic aciduria	None
Increased female sex drive	None
Increased female libido	None
Global proximal tubulopathy	None
Increased urine phenylacetylglutamine level	None
Enlarged ovaries	None
Abnormal urine cytology	None
Glomerular endocapillary foam-cell hypercellularity	None
Penile duplication	None
Bifid penis	None
Diphallia	None
Prominent perineal raphe	None
Prominent scrotal raphe	None
Neoplasia of the male external genitalia	None
Neoplasm of the male external genitalia	None
Aplasia/Hypoplasia of the clitoris	None
Abnormal concentration of acylcarnitine in the urine	None
Elevated urine propionic acid level	None
Increased level of N-benzoylglycine in urine	None
Increased level of hippuric acid in urine	None
Arcuate artery intima/media granulomatous arteriitis	None
Granulomatous arteritis within arcuate arterial intima/media	None
Abnormal bladder morphology	None
Abnormality of bladder morphology	None
Abnormal spermatogenesis	None
Impaired spermatogenesis	None
Abnormal sperm development	None
Cystitis of the urinary bladder	None
Urinary bladder inflammation	None
Abnormality of the epididymis	None
Abnormal epididymis morphology	None
Female anorgasmia	None
Female orgasmic disorder	None
Abnormal sperm motility	None
Renal tubular epithelial cell apoptosis	None
Phenylpropionylglycine present in urine	None
Elevated urine phenylpropionylglycine level	None
Amyloidosis within interlobular arterial intima/media	None
Cortical radial artery intimal/medial amyloidosis	None
Interlobular arterial intima/media amyloidosis	None
Heparan sulfate excretion in urine	None
Heparan sulphate excretion in urine	None
Dysplastic testes	None
Cholesterol emboli within the medullary peritubular capillary lumen	None
Medullary peritubular capillary lumen cholesterol emboli	None
Postmenopausal bleeding	None
Glomerular endotheliosis	None
Elevated urine 4-hydroxyisovaleric acid level	None
4-hydroxyisovaleric acid present in urine	None
Elevated urine L-xylulose level	None
Abnormal urinary amino-acid findings	None
High urine amino acid levels	None
Increased levels of animo acids in urine	None
Hyperaminoaciduria	None
Aminoaciduria	None
High urine urocanic acid levels	None
Urocanic aciduria	None
Allantoic cyst	None
Elevated urine N-acetyltyrosine level	None
Elevated urinary bile acid level	None
Abnormal genital pigmentation	None
Elevated urine mesaconic acid level	None
Cortical radial artery medial/intimal granulomatous arteriitis	None
Increased glutamic acid in urine	None
Increased urine glutamate level	None
Abnormal urine guanidinoacetic acid level	None
Elevated urinary 2,8-dihydroxyadenine level	None
Elevated urinary uromodulin level	None
Elevated urinary Tamm-Horsfall protein concentration	None
Abnormality of renal glomerulus morphology	None
Abnormal renal glomerulus morphology	None
Morphologic abnormality of the renal glomerulus	None
Diminished urine glutamine level	None
Nephroblastomatosis	None
Myoglobin casts	None
Acute renal failure	None
AKI	None
Acute kidney injury	None
Acute kidney failure	None
Intratubular hemoglobin casts	None
Intratubular haemoglobin casts	None
Menopause praecox	None
Premature ovarian failure	None
Premature menopause	None
Primary ovarian insufficiency	None
Early menopause	None
Hypergonadotropic amenorrhea	None
Premature ovarian insufficiency	None
Climacterium praecox	None
Granular casts	None
D-2-hydroxyglutaric aciduria	None
Renal adysplasia	None
Dysplastic kidneys	None
Renal dysplasia	None
Absent internal genitalia	None
Abnormal corpus cavernosum morphology	None
Abnormality of corpus cavernosum	None
Elevated urine propionylglycine level	None
Overriding scrotum	None
Shawl scrotum	None
Scrotum surrounds penis	None
Papillary renal cell carcinoma	None
Epididymis enlarged	None
Enlarged epididymis	None
Pituitary disease	None
Abnormality of the anterior pituitary	None
Thyroid cyst	None
Abnormality of circulating cortisol level	None
Increased circulating osteocalcin level	None
Neonatal insulin-dependent diabetes mellitus	None
Thyroid defect in oxidation and organification of iodide	None
Gonadotropin deficiency	None
Pituitary gonadotropin deficiency	None
Leydig cell insensitivity to gonadotropin	None
MODY	None
Maturity onset diabetes of the young	None
Maturity-onset diabetes of the young	None
Pubertal delay	None
Delayed puberty	None
Delayed pubertal growth	None
Delayed pubertal development	None
Adrenocortical hypoplasia	None
Small adrenal cortex	None
Noncancerous tumor in pituitary gland	None
Noncancerous tumour in pituitary gland	None
Pituitary adenoma	None
Pituitary gland adenoma	None
Abnormal circulating inhibin level	None
Abnormal growth hormone level	None
Abnormal somatotropin level	None
Thymic hypoplasia or aplasia	None
Aplasia/Hypoplasia of the thymus	None
Absent/underdeveloped thymus	None
Absent/small thymus	None
Pituitary thyrotropic cell adenoma	None
Pituitary thyrotropinoma	None
Elevated plasma aldosterone	None
Increased circulating aldosterone concentration	None
Mineralocorticoid excess	None
Increased aldosterone production	None
Increased aldosterone	None
Hyperaldosteronism	None
Thyroid C cell hyperplasia	None
Increased pituitary glycoprotein alpha subunit level	None
Increased pituitary glycoprotein hormone alpha subunit level	None
Increased pituitary glycoprotein polypeptide alpha subunit level	None
Thyroid hypoplasia	None
Small thyroid gland	None
Hypoplastic thyroid	None
Decreased circulating free T4 concentration	None
Decreased circulating free T4 level	None
Inappropriate antidiuretic hormone secretion	None
SIADH	None
Inappropriate ADH secretion	None
Syndrome of inappropriate antidiuretic hormone secretion	None
Adrenocortical cytomegaly	None
Thymic cyst	None
Abnormal circulating calcitonin concentration	None
Elevated LH level	None
Elevated circulating luteinizing hormone level	None
Increased circulating luteinizing hormone level	None
Elevated luteinizing hormone	None
Abnormal T3/T4 ratio	None
Elevated circulating rT3/T3 ratio	None
Decreased growth hormone responses to growth hormone-releasing hormone challenge	None
Impaired growth hormone secretory responses after growth hormone-releasing hormone challenge	None
Uninodular goiter	None
Uninodular goitre	None
Atrophic pituitary	None
Pituitary gland atrophy	None
Atrophic pituitary gland	None
Hyperpituitarism	None
Abnormal circulating progesterone level	None
Abnormality of the hypothalamus-pituitary axis	None
Pituicytoma	None
ACTHR defect	None
Adrenocorticotropin receptor defect	None
Adrenocorticotropic hormone-resistant adrenal insufficiency	None
ACTH receptor defect	None
Increased adiponectin level	None
Hypoplastic adrenal glands	None
Adrenal gland hypoplasia	None
Small adrenal glands	None
Underdeveloped adrenal glands	None
Adrenal hypoplasia	None
Adrenocortical adenomas	None
Adrenocortical adenoma	None
Decreased circulating 18-hydroxycortisone level	None
Decreased circulating ACTH concentration	None
Secretory adrenocortical adenoma	None
Secretory adrenal adenoma	None
Abnormal adiponectin level	None
Abnormal circulating follicle-stimulating hormone level	None
Abnormal circulating follicle-stimulating hormone concentration	None
Hyperparathyroidism	None
Elevated blood parathyroid hormone level	None
Insulin-resistant diabetes mellitus	None
Insulin resistant diabetes	None
Insulin resistant diabetes mellitus	None
Insulin-resistant diabetes	None
Abnormality of renin-angiotensin system	None
Abnormality of the renin-aldosterone axis	None
Increased urinary 11-deoxycortisol level	None
Underdeveloped parathyroid glands	None
Parathyroid hypoplasia	None
Small parathyroid glands	None
Abnormality of the parathyroid morphology	None
Abnormal parathyroid morphology	None
Premature pubic hair growth	None
Premature pubarche	None
Thyroid papillary adenoma	None
Nodular goitre	None
Nodular goiter	None
disorder of pituitary gland	None
Abnormality of the pituitary gland	None
Abnormal pituitary gland morphology	None
Blunted aldosterone response to aldosterone suppression test	None
Pseudohypoaldosteronism	None
Increased radioactive iodine uptake	None
Inappropriately normal thyroid-stimulating hormone level	None
Inappropriately normal TSH	None
Decreased circulating catecholamine concentration	None
Increased circulating inhibin B concentration	None
Inhibin B high in blood	None
Pituitary macroadenoma	None
Pituitary gland macroadenoma	None
Increased serum leptin	None
Elevated circulating leptin level	None
Premature adrenarche	None
Asymptomatic hyperthyroxinemia	None
Euthyroid hyperthyroxinemia	None
Elevated circulating 17-hydroxyprogesterone concentration	None
Elevated circulating 17-hydroxyprogesterone	None
Elevated circulating 17-OHP	None
Euthyroid multinodular goitre	None
Euthyroid multinodular goiter	None
Abnormal circulating free T4 level	None
Abnormal circulating free thyroxine level	None
Abnormal circulating free T4 concentration	None
Parathyroid neoplasia	None
Neoplasm of the parathyroid gland	None
Underactive thyroid	None
Low T4	None
Hypothyroidism	None
Impaired cortisol response to insulin stimulation test	None
Increased T3/T4 ratio	None
Hyperprolactinaemia	None
Hyperprolactinemia	None
Increased circulating prolactin concentration	None
Prolactin excess	None
Nephrogenic diabetes insipidus	None
Abnormal prolactin level	None
Abnormal circulating sex steroid concentration	None
Abnormal circulating sex hormone concentration	None
Abnormal circulating gonadocorticoid concentration	None
Abnormal circulating gonadal steroid concentration	None
Decreased circulating thrombopoietin concentration	None
Abnormal serum estrone	None
Increased circulating free triiodothyronine	None
Increased serum free triiodothyronine	None
Increased serum free T3	None
Increased serum fT3	None
Increased circulating free T3	None
Abnormal circulating fibroblast growth factor 23 concentration	None
Mild hypothyroidism	None
Compensated hypothyroidism	None
Subclinical hypothyroidism	None
Thyroid microfollicular adenoma	None
Non-secretory adrenal adenoma	None
Non-secretory adrenocortical adenoma	None
Abnormal circulating luteinizing hormone concentration	None
Abnormal luteinizing hormone level	None
Increased circulating lutropin	None
Abnormal circulating luteinizing hormone level	None
Type 1 diabetes	None
Juvenile diabetes mellitus	None
Type I diabetes mellitus	None
Insulin-dependent diabetes mellitus	None
Diabetes mellitus Type I	None
Type I diabetes	None
TSH deficient hypothyroidism	None
Pituitary hypothyroidism	None
Thyrotropin deficiency	None
Secondary hypothyroidism	None
Thyroid stimulating hormone deficiency	None
Low thyroid gland function due to abnormal pituitary gland	None
Low parathyroid hormone	None
Decreased parathyroid hormone secretion	None
Hypoparathyroidism	None
Lack of thymic shadow	None
Absent thymus	None
Athymia	None
Aplasia of the thymus	None
Absent thymic shadow	None
Adrenocortical hyperplasia	None
Decreased circulating calcitonin concentration	None
Calcitonin low in blood	None
Pituitary blastoma	None
Elevated circulating growth hormone-releasing hormone concentration	None
Abnormal circulating osteocalcin level	None
Low serum testosterone levels	None
Decreased testosterone	None
Decreased serum testosterone level	None
Decreased serum testosterone concentration	None
Decreased serum testosterone levels	None
Low serum testosterone level	None
Secondary hyperaldosteronism	None
Hyperreninemic hyperaldosteronism	None
Hurthle cell thyroid adenoma	None
Retroperitoneal chemodectoma	None
Retroperitoneal paraganglioma	None
Adrenal medullary hypoplasia	None
Small adrenal medulla	None
Abnormal circulating aldosterone concentration	None
Abnormal plasma aldosterone	None
Abnormal circulating aldosterone	None
Secondary hypercortisolism	None
