Abnormality of body height	HP:0000002
Complete or near-complete absence of specific antibody response to meningococcus vaccine	None
Increased anti-dust mite IgE antibody level	None
Increased level of anti-dust mite IgE antibody	None
Transient decreased circulating IgD	None
Transient decreased IgD in blood	None
Decreased activity of mitochondrial ATP synthase complex	None
Mitochondrial complex V deficiency	None
Respiratory complex deficiency, ATPase deficiency	None
Decreased activity of mitochondrial complex V	None
Decreased specific antibody response to polysaccharide vaccine	None
Polyclonal elevation of IgM	None
Decreased IgG subclass level in blood	None
Decreased circulating IgG subclass level	None
Decreased circulating IgG subclass concentration	None
Transient decreased IgG1 in blood	None
Transient decreased circulating IgG1	None
Mitochondrial propionyl-CoA carboxylase defect	None
Mitochondrial PCC defect	None
Increased oocyte death	None
Abnormality of glycosaminoglycan metabolism	None
Abnormal T cell proliferation	None
Decreased lymphocyte proliferation in response to anti-CD3	None
Defective proliferation of lymphocytes following anti-CD3 stimulation	None
Defective lymphocyte proliferation to anti-CD3	None
Chronic decreased IgG4 in blood	None
Chronic decreased circulating IgG4	None
Complete or near-complete absence of specific antibody response to Haemophilus influenzae type b (Hib) vaccine	None
Decreased activity of mitochondrial complex IV	None
Respiratory complex IV deficiency	None
Abnormal cellular phenotype	None
Thin zona pellucida	None
Increased circulating IgM level	None
Increased IgM levels	None
Increased levels of IgM	None
Monoclonal elevation of circulating IgA	None
Oligoclonal elevation of circulating IgA	None
Multiple mitochondrial DNA deletions	None
Multiple mtDNA deletions	None
Partial absence of isohemagglutinins	None
Decreased natural antibody to blood group agents	None
Reduced isohemagglutinin level	None
Increased circulating IgG concentration	None
Increased circulating IgG level	None
Increased levels of IgG	None
Increased total IgG in blood	None
Increased IgG level	None
Increased anti-feather IgE antibody level	None
IgD deficiency	None
Decreased IgD	None
Decreased circulating IgD	None
Decreased circulating IgD concentration	None
Decreased IgD in blood	None
Chronic absent circulating IgD	None
Chronic (near) absent IgM in blood	None
Fingerprint intracellular accumulation of autofluorescent lipopigment storage material	None
Fingerprint profiles ultrastructurally in cells	None
Fingerprint profiles ultrastructurally	None
Increased mitochondrial number	None
Elevated IgA	None
Increased circulating IgA level	None
Increased circulating IgA concentration	None
Elevated serum IgA	None
Increased serum IgA	None
IgA hypergammaglobulinemia	None
Increased levels of IgA	None
Carnitine deficiency	None
Decreased circulating carnitine concentration	None
Decreased plasma carnitine	None
Cellular hypersensitivity to mitomycin C	None
Lipogranulomatosis	None
Decreased specific pneumococcal antibody level	None
Low pneumococcal antibody titer	None
Specific pneumococcal antibody deficiency	None
Abnormality of the mitochondrion	None
Mitochondrial abnormalities	None
Chromosomal breakage induced by ionising radiation	None
Increased cellular radiosensitivity	None
Chromosomal breakage induced by ionizing radiation	None
Radiation-induced chromosome instability	None
Chronic decreased IgE in blood	None
Chronic decreased circulating IgE	None
Chronic decreased circulating IgE concentration	None
Unesterified cholesterol accumulation in cultured fibroblasts	None
Positive filipin test	None
Increased anti-plant product IgE antibody level	None
Increased level of anti-plant based food allergen IgE antibody	None
Increased anti-plant based food allergen IgE antibody level	None
Perivascular pseudorosette	None
Polyclonal elevation of circulating IgG	None
Reduced natural killer cell activity	None
Complete or near-complete absence of specific antibody response to hepatitis B vaccine	None
Increased anti-meat allergen IgE antibody level	None
Respiratory complex III deficiency	None
Decreased activity of mitochondrial complex III	None
Decreased specific antibody response to infection	None
Reduced fibroblast CD59 level	None
Defective B cell activation	None
Abnormal mitochondrial shape	None
Abnormality of mucopolysaccharide metabolism	None
Absent specific antibody response	None
Fibroblast metachromasia	None
Abnormal flow cytometry test result	None
Zebra bodies	None
Transient decreased circulating IgG4	None
Transient decreased IgG4 in blood	None
Complete or near-complete absence of specific antibody response to tetanus vaccine	None
Increased anti-dairy protein IgE antibody level	None
Increased anti-dairy IgE antibody level	None
Megamitochondria	None
Mitochondrial hypertrophy	None
Increased susceptibility to spontaneous sister chromatid exchange	None
Lack of delayed skin hypersensitivity reaction	None
Cutaneous anergy	None
Absence of delayed hypersensitivity skin test	None
Increased anti-parasite IgE antibody level	None
Mitochondrial malic enzyme reduced	None
Decreased mitochondrial malic enzyme	None
True ependymal rosette	None
Monoclonal elevation of IgG heavy chain	None
Partial absence of specific antibody response to tetanus vaccine	None
Increased anti-venom IgE antibody level	None
Light-chain paraproteinemia	None
Absent tear secretion	None
Absence of tears in the eyes	None
Alacrima	None
Absent lacrimal fluids	None
Foveal atrophy	None
Central retinal vein occlusion	None
Retinitis	None
Difficulty seeing moving objects	None
Bradyopsia	None
Hypodeviation	None
Abnormal posterior segment imaging	None
Irregular astigmatism	None
Unaided visual acuity 0.1 LogMAR	None
Multifocal subretinal deposits	None
Abnormal extraocular muscle physiology	None
Congruous heteronymous hemianopia	None
Cyclic esotropia	None
Abnormal retinal artery morphology	None
Abnormality of retinal arteries	None
Retinal arterial abnormality	None
Retinopathy of prematurity stage 4b	None
ROP 4b	None
Scleral staphyloma	None
Staphyloma	None
Retinal detachment	None
Detached retina	None
Pinhole visual acuity 1.1 LogMAR	None
Leukocoria	None
Leukokoria	None
White pupillary reflex	None
Absent/underdeveloped fovea	None
Aplasia/Hypoplasia of the fovea	None
Dense posterior cortical cataract	None
Abnormal foveal pit on macular OCT	None
Ptosis, bilateral congenital	None
Congenital drooping of both upper eyelids	None
Congenital bilateral ptosis	None
Ptosis, congenital bilateral	None
Absent smooth pursuit	None
Hypometric horizontal saccades	None
Infantile (constant) esotropia	None
Infantile constant esotropia	None
Decreased tear drainage	None
Limited extraocular movements	None
Limited extraocular movement	None
Alternating esotropia	None
Alternating cross eyes	None
Spontaneous lens capsule rupture	None
Abnormality of retinal pigment epithelium	None
Abnormal retinal pigmentation	None
Retinal pigmentary anomaly	None
Abnormality of RPE	None
Abnormality of retinal pigmentation	None
Abnormality of the retinal pigment epithelium	None
Microsaccadic pursuit	None
Vitelliform-like retinal lesions	None
Glial remnants posterior to lens	None
Mittendorf dot	None
Congenital nystagmus	None
Nystagmus, congenital	None
Macular atrophy	None
ROP prethreshold	None
Retinopathy of prematurity prethreshold	None
Lamellar pulverulent cataract	None
Abnormality of pattern visual evoked potentials	None
Steep corneal curvature	None
Increased corneal curvature	None
Nystagmus-induced head nodding	None
Unaided visual acuity 0.8 LogMAR	None
Vitreitis	None
Hyalitis	None
Vitritis	None
Intraretinal exudate	None
Primary congenital glaucoma	None
Sensory esotropia	None
Secondary esotropia	None
Absent/underdeveloped optic nerve	None
Absent/small optic nerve	None
Aplasia/Hypoplasia of the optic nerve	None
Anterior chamber red blood cells	None
Anterior chamber RBCs	None
Optic nerve atrophy	None
Optic atrophy	None
Optic-nerve degeneration	None
Simulated distance exotropia	None
Centrocecal scotoma	None
Anterior chamber cyst	None
Macular telangiectasia	None
Juxtafoveal telangiectasia	None
Parafoveal telangiectasia	None
Tortuosity of conjunctival vessels	None
Peripapillary atrophy	None
External ophthalmoplegia, progressive	None
Progressive external ophthalmoplegia	None
Cystoid macular degeneration	None
Cystic macular degeneration	None
Eye muscle paralysis	None
Paralysis of extraocular eye movement	None
Ophthalmoplegia	None
Photoreceptor outer segment loss on macular OCT	None
Iris degeneration	None
Iris atrophy	None
Lattice corneal dystrophy	None
Biber haab dimmer dystrophy	None
Squint	None
Cross-eyed	None
Squint eyes	None
Strabismus	None
Distance exotropia	None
Horizontal supranuclear gaze palsy	None
Cyclodeviation	None
Retinal vascular proliferation	None
Progressive ophthalmoplegia	None
Slow eye movements	None
Slow saccadic eye movements	None
Slow saccades	None
Slow visual tracking	None
Speckled iris	None
Iris brushfield spots	None
Brushfield spots	None
Sectoral retinitis pigmentosa	None
Retinal vasculitis	None
Lacrimation abnormality	None
Abnormality of tear production	None
Uveitis	None
Consecutive esotropia	None
Tortuous retinal arterioles	None
Retinal arteriolar tortuosity	None
Congenital blindness	None
Blindness present at birth	None
Congenital amaurosis	None
Jerky ocular pursuit movements	None
Jerky smooth pursuit	None
Macular degeneration	None
Pigmented macular degeneration	None
Absent photopic (cone) responses on ERG	None
non-detectable photopic ERG	None
Undetectable light-adapted electroretinogram	None
Age-related nuclear cataract	None
Esophoria	None
Globe retraction and deviation on abduction	None
Ectopia pupillae	None
Corectopia	None
Displaced pupil	None
Superior subluxated lens	None
Superior lens subluxation	None
Optic nerve mass	None
Pinhole visual acuity 3.0 LogMAR	None
Myopic astigmatism	None
Best corrected visual acuity 1.2 LogMAR	None
Abnormal corneal epithelium morphology	None
Abnormality of corneal epithelium	None
Paroxysmal tonic upgaze	None
Peripapillary chorioretinal atrophy	None
Large of palpebral fissures	None
Increased size of palpebral fissures	None
Abnormally large globe	None
Large eyes	None
Large eyeballs	None
Megalophthalmos	None
Increased size of eyes	None
Anterior chamber cells grade 2+	None
Increased tear production	None
Abnormal OCT-measured foveal thickness	None
Metamorphopsia	None
Hypopyon	None
Retinal tear	None
Retinal perforation	None
Torn retina	None
Retinal neovascularisation	None
Retinal neovascularization	None
Nonarteritic anterior ischemic optic neuropathy	None
Nonarteritic anterior ischaemic optic neuropathy	None
Retinal astrocytic hamartoma	None
Lenticular astigmatism	None
Divergence nystagmus	None
Pinhole visual acuity 0.4 LogMAR	None
Restrictive ophthalmoplegia	None
Restrictive external ophthalmoplegia	None
Restrictive external ophthalmoplegia, bilateral	None
Spasmus nutans	None
Miosis	None
Pupillary constriction	None
Constricted pupils	None
Prominent Schwalbe lines	None
Abnormally prominent line of Schwalbe	None
Cornea verticillata	None
Vortex keratopathy	None
Visual field defect	None
Partial loss of field of vision	None
Visual field defects	None
Vitreoretinal degeneration	None
Vitreoretinopathy	None
Vitreoretinal abnormality	None
Progressive cataract	None
Cataract, progressive	None
Asymmetry of iris pigmentation	None
Horizontal opticokinetic nystagmus	None
Unaided visual acuity 0.9 LogMAR	None
Filamentary keratitis	None
Abnormality of the vasculature of the conjunctiva	None
Abnormal morphology of the conjunctival vasculature	None
Abnormal vasculature of the conjunctiva morphology	None
Abnormal morphology of the conjunctiva vasculature	None
Abnormality of the anterior segment of the eyeball	None
Abnormal anterior eye segment morphology	None
Abnormality of the anterior segment of the globe	None
Abnormality of the anterior segment of the eye	None
Abnormal anterior segment morphology	None
Congenital cataracts	None
Cataract, congenital	None
Developmental cataract	None
Bilateral congenital cataracts	None
Clouding of the lens of the eye at birth	None
Congenital cataract	None
Congenital cataracts, bilateral	None
Abnormal rectus muscle physiology	None
Reflex tearing	None
Reduced OCT-measured macular thickness	None
Pinhole visual acuity 2.0 LogMAR	None
Undetectable dark-adapted electroretinogram	None
Unaided visual acuity 0.7 LogMAR	None
Elevated blink rate	None
Retina degeneration	None
Retinal degeneration	None
Difficulty adjusting to changes in luminance	None
Anterior synechiae	None
Anterior synechiae of the anterior chamber	None
Cornea-iris adhesion	None
Iridocorneal adhesions	None
Iridocorneal synechia	None
Limbal oedema	None
Limbal edema	None
Oculosympathetic palsy	None
Horner syndrome	None
Horner's syndrome	None
Macular hole	None
Abnormal paracentral response of multifocal electroretinogram	None
